Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR008972:Cupredoxin	5	0.735294117647059	0.046293547528611	SMA1243, SMA1182, SMA1250, SM_B21487, SMC01982	463	15	4890	3.52051835853132	1	1	0.998877665544332	
INTERPRO	IPR018369:Chaperonin Cpn10, conserved site	3	0.441176470588235	0.046981352059069	SMC00912, SM_B22023, SMA0745	463	4	4890	7.92116630669546	1	1	0.998877665544332	
INTERPRO	IPR020818:Chaperonin Cpn10	3	0.441176470588235	0.046981352059069	SMC00912, SM_B22023, SMA0745	463	4	4890	7.92116630669546	1	1	0.998877665544332	
INTERPRO	IPR000194:ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	3	0.441176470588235	0.046981352059069	SMC03025, SMC02501, SMC02796	463	4	4890	7.92116630669546	1	1	0.998877665544332	
INTERPRO	IPR001017:Dehydrogenase, E1 component	3	0.441176470588235	0.046981352059069	SM_B20020, SMC01030, SMC03201	463	4	4890	7.92116630669546	1	1	0.998877665544332	
GOTERM_CC_DIRECT	GO:0030694~bacterial-type flagellum basal body, rod	3	0.441176470588235	0.048182597359243	SMC03024, SMC03028, SMC03027	263	3	1971	7.49429657794677	0.772694873864631	0.206496845825328	0.178963933048617	
INTERPRO	IPR003660:HAMP linker domain	6	0.882352941176471	0.050312610978227	SMC00992, SMC03004, SMC01104, SMC00765, SMC01469, SMC00975	463	22	4890	2.88042411152562	1	1	0.998877665544332	
UP_SEQ_FEATURE	DOMAIN:AAA	5	0.735294117647059	0.051575654665713	SM_B20196, SMC03025, SMA1073, SMA0776, SMC02501	398	16	4346	3.4123743718593	0.999999999802696	1	0.992874109263658	
UP_SEQ_FEATURE	METAL:Iron	4	0.588235294117647	0.055883211948636	SMC02042, SMC03211, SMC03253	398	10	4346	4.3678391959799	0.999999999971103	1	0.992874109263658	
INTERPRO	IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain	5	0.735294117647059	0.057275116456602	SMA1240, SMC01815, SMC04444, SMA1179, SMA1211	463	16	4890	3.30048596112311	1	1	0.998877665544332	
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	49	7.20588235294118	0.058143454049718	SMC03969, SMC00092, SMC01142, SMC03242, SMC00494, SMC04458, SMC03007, SMC01268, SMC02911, SMC02436, SMC03008, SMA0878, SMC00908, SMC03010, SMA1240, SMC02042, SMC03173, SMC03857, SMC02601, SMC01756, SMC00912, SMC00913, SMA0868, SMA0869, SM_B21566, SM_B20956, SMC02050, SM_B20948, SMC03981, SMC02099, SMC03025, SMA1195, SMC02136, SMC03788, SMA0744, SMA0745, SMA1239, SM_B22023, SM_B20202, SM_B20959, SMA0693, SMC02100, SMC00365, SMC00320, SMC00324, SMA0892, SMA1266, SMA0695, SMA0697	222	313	1771	1.24887027602683	0.51267675670827	0.116286908099435	0.077524605399624	
SMART	SM01008:SM01008	4	0.588235294117647	0.065466574378687	SM_B21287, SM_B21556, SMA2037, SM_B20846	96	11	1075	4.0719696969697	0.991829782782432	1	1	
UP_SEQ_FEATURE	DOMAIN:COX2_CUA	3	0.441176470588235	0.069118904679568	SMA1182, SM_B21487, SMC01982	398	5	4346	6.55175879396985	0.999999999999925	1	0.992874109263658	
UP_SEQ_FEATURE	DOMAIN:Bac_luciferase	3	0.441176470588235	0.069118904679568	SM_B21691, SM_B20100, SMC03968	398	5	4346	6.55175879396985	0.999999999999925	1	0.992874109263658	
UP_SEQ_FEATURE	DOMAIN:COX3	3	0.441176470588235	0.069118904679568	SM_B21489, SMC01984, SMC01985	398	5	4346	6.55175879396985	0.999999999999925	1	0.992874109263658	
INTERPRO	IPR002328:Alcohol dehydrogenase, zinc-type, conserved site	5	0.735294117647059	0.069520843140541	SMA1296, SMC00105, SM_B20080, SMA1156, SM_B20170	463	17	4890	3.10633972811587	1	1	0.998877665544332	
UP_SEQ_FEATURE	BINDING:ATP	 via amide nitrogen	4	0.588235294117647	0.071791546708551	SMC00913, SMC02099, SM_B21566, SMA0744	398	11	4346	3.97076290543627	0.999999999999978	1	0.992874109263658
UP_SEQ_FEATURE	DOMAIN:Ald_Xan_dh_C	4	0.588235294117647	0.071791546708551	SM_B21287, SM_B21556, SMA2037, SM_B20846	398	11	4346	3.97076290543627	0.999999999999978	1	0.992874109263658	
INTERPRO	IPR001048:Aspartate/glutamate/uridylate kinase	3	0.441176470588235	0.073470960621796	SMC02099, SMA0697, SMC02438	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR027413:GroEL-like equatorial domain	3	0.441176470588235	0.073470960621796	SMC00913, SM_B21566, SMA0744	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR002429:Cytochrome c oxidase subunit II C-terminal	3	0.441176470588235	0.073470960621796	SMA1182, SM_B21487, SMC01982	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR001844:Chaperonin Cpn60	3	0.441176470588235	0.073470960621796	SMC00913, SM_B21566, SMA0744	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR024791:Cytochrome c/ubiquinol oxidase subunit III	3	0.441176470588235	0.073470960621796	SM_B21489, SMC01984, SMC01985	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR027410:TCP-1-like chaperonin intermediate domain	3	0.441176470588235	0.073470960621796	SMC00913, SM_B21566, SMA0744	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR011251:Luciferase-like domain	3	0.441176470588235	0.073470960621796	SM_B21691, SM_B20100, SMC03968	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR018370:Chaperonin Cpn60, conserved site	3	0.441176470588235	0.073470960621796	SMC00913, SM_B21566, SMA0744	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR027409:GroEL-like apical domain	3	0.441176470588235	0.073470960621796	SMC00913, SM_B21566, SMA0744	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR000531:TonB-dependent receptor, beta-barrel	3	0.441176470588235	0.073470960621796	SMC02726, SMC02890, SMA2414	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR002423:Chaperonin Cpn60/TCP-1	3	0.441176470588235	0.073470960621796	SMC00913, SM_B21566, SMA0744	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR000298:Cytochrome c oxidase, subunit III	3	0.441176470588235	0.073470960621796	SM_B21489, SMC01984, SMC01985	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR012910:TonB-dependent receptor, plug	3	0.441176470588235	0.073470960621796	SMC02726, SMC02890, SMA2414	463	5	4890	6.33693304535637	1	1	0.998877665544332	
INTERPRO	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	4	0.588235294117647	0.077946682335496	SM_B21287, SM_B21556, SMA2037, SM_B20846	463	11	4890	3.84056548203416	1	1	0.998877665544332	
INTERPRO	IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding	4	0.588235294117647	0.077946682335496	SM_B21287, SM_B21556, SMA2037, SM_B20846	463	11	4890	3.84056548203416	1	1	0.998877665544332	
INTERPRO	IPR012340:Nucleic acid-binding, OB-fold	7	1.02941176470588	0.085266399845299	SMC03173, SMC01300, SMC02796, SMC00324, SMC00335, SMC01306, SMC01756	463	33	4890	2.24032986451993	1	1	0.998877665544332	
UP_SEQ_FEATURE	TRANSMEM:Helical	114	16.7647058823529	0.085621833411748	SMC00978, SM_B21188, SM_B21505, SMC03042, SMA1210, SMC03167, SMC01022, SMA1216, SMA0765, SMA0007, SMA0766, SMA1179, SMA1211, SMC02513, SMA1214, SMA1213, SMC00975, SMC00506, SMA1209, SMA1208, SM_B20944, SMC03054, SMA1166, SMC02240, SMC02882, SMA1283, SMC02243, SM_B21191, SMC03829, SMA0669, SM_B20359, SMA1078, SMA1232, SMA1198, SMC03022, SMA1194, SMC01366, SMC01882, SMA0667, SMC03026, SMC00399, SMC00830, SMC02615, SM_B21175, SM_B21174, SM_B22024, SMA1185, SMA1220, SMC01095, SMC03035, SMC02981, SMC01497, SMC03158, SMC00566, SM_B21292, SMC01869, SMA1538, SM_B20611, SMC04183, SMA1252, SM_B20726, SMC04294, SMA1096, SMC01982, SMA1259, SMC01984, SMC01104, SMC00014, SMC01469, SMC01985, SMA0684, SMC03938, SMC03939, SMA1241, SMA1089, SMA1122, SMC01591, SMC03014, SMA0678, SMC01634, SMA1126, SMC00821, SMA0675, SM_B21487, SM_B21489, SM_B21488, SM_B20954, SM_B20705, SMA1273, SM_B20946, SMA1276, SMC02255, SMC02254, SMA0621, SMC00992, SMC04316, SMC00353, SMA0863, SMA0866, SMC01721, SMC00801, SM_B21132, SM_B20961, SM_B20604, SM_B20725, SMC01180, SM_B20603, SM_B20957, SMC04283, SMA0175, SMA0853, SMC03238, SMC02545, SMC00765	398	1107	4346	1.12451144611949	1	1	0.992874109263658	
UP_SEQ_FEATURE	TOPO_DOM:Cytoplasmic	4	0.588235294117647	0.089467881969262	SMA1209, SM_B20961, SM_B20611, SMA1213	398	12	4346	3.63986599664992	1	1	0.992874109263658	
SMART	SM00260:CheW	3	0.441176470588235	0.091677680346172	SMC03007, SMC03090, SMC03008	96	6	1075	5.59895833333333	0.998915975733613	1	1	
SMART	SM00419:HTH_CRP	3	0.441176470588235	0.091677680346172	SMA1207, SMA1225, SMA0762	96	6	1075	5.59895833333333	0.998915975733613	1	1	
UP_KW_BIOLOGICAL_PROCESS	KW-0535~Nitrogen fixation	8	1.17647058823529	0.094909686894573	SMA1210, SMA1209, SMA1208, SMA0814, SMA0815, SMA1223, SMA1211, SMA1225	154	35	1339	1.9873840445269	0.995414744849361	0.505056626395379	0.448939223462559	
UP_SEQ_FEATURE	DOMAIN:CheW-like	3	0.441176470588235	0.097544228994132	SMC03007, SMC03090, SMC03008	398	6	4346	5.45979899497487	1	1	0.992874109263658	
UP_KW_DOMAIN	KW-0798~TonB box	3	0.441176470588235	0.099464527504381	SMC02726, SMC02890, SMA2414	200	5	1776	5.328	0.684129498436254	0.935677323056875	0.935677323056875	
