CHART																	
SinmeB_0991	50S ribosomal protein L16(rplP)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0000049~tRNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR000114:Ribosomal protein L16,IPR016180:Ribosomal protein L10e/L16,IPR020798:Ribosomal protein L16, conserved site,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,KW-0820~tRNA-binding,		DOMAIN:Ribosomal_L16,		
SinmeB_0987	50S ribosomal protein L2(rplB)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0015934~large ribosomal subunit,	GO:0003735~structural constituent of ribosome,GO:0016740~transferase activity,GO:0019843~rRNA binding,	IPR002171:Ribosomal protein L2,IPR005880:Ribosomal protein L2, bacterial/organellar-type,IPR008991:Translation protein SH3-like domain,IPR012340:Nucleic acid-binding, OB-fold,IPR014722:Ribosomal protein L2 domain 2,IPR014726:Ribosomal protein L2, domain 3,IPR022666:Ribosomal Proteins L2, RNA binding domain,IPR022669:Ribosomal protein L2, C-terminal,IPR022671:Ribosomal protein L2, conserved site,	PIRSF002158:ribosomal protein, L2p/L2a/L8e/organellar L2 types,	SM01382:SM01382,SM01383:SM01383,					KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,		DOMAIN:Ribosomal_L2_C,REGION:Disordered,		
SinmeB_0992	50S ribosomal protein L29(rpmC)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,	IPR001854:Ribosomal protein L29,IPR018254:Ribosomal protein L29, conserved site,					KW-0175~Coiled coil,		KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,				
SinmeB_1002	50S ribosomal protein L30(rpmD)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0015934~large ribosomal subunit,	GO:0003735~structural constituent of ribosome,	IPR005996:Ribosomal protein L30, bacterial-type,IPR016082:Ribosomal protein L30, ferredoxin-like fold domain,	PIRSF002211:ribosomal protein L30p,						KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,		DOMAIN:Ribosomal_L30,		
SinmeB_0974	50S ribosomal protein L7/L12(rplL)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,	IPR000206:Ribosomal protein L7/L12,IPR008932:Ribosomal protein L7/L12, oligomerisation,IPR013823:Ribosomal protein L7/L12, C-terminal,IPR014719:Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,		DOMAIN:Ribosomal_L12,DOMAIN:Ribosomal_L12_N,		
SinmeB_0759	50S ribosomal protein L9(rplI)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR000244:Ribosomal protein L9,IPR009027:Ribosomal protein L9/RNase H1, N-terminal,IPR020069:Ribosomal protein L9, C-terminal,IPR020070:Ribosomal protein L9, N-terminal,IPR020594:Ribosomal protein L9, bacteria/chloroplast,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,		DOMAIN:RIBOSOMAL_L9,REGION:Disordered,		
SinmeB_3605	ABC transporter ATP-binding protein(SM2011_RS11895)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR011527:ABC transporter, transmembrane domain, type 1,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,	KW-0812~Transmembrane,		KW-0378~Hydrolase,		DOMAIN:ABC transmembrane type-1,DOMAIN:ABC transporter,NP_BIND:ATP,TRANSMEM:Helical,		
SinmeB_1160	ABC transporter ATP-binding protein(SM2011_RS22110)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,			KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_1416	ABC transporter ATP-binding protein(SM2011_RS22870)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_1638	ABC transporter ATP-binding protein(SM2011_RS23995)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_2327	ABC transporter ATP-binding protein(SM2011_RS27090)	Sinorhizobium meliloti 2011		GO:0043190~ATP-binding cassette (ABC) transporter complex,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR013611:Transport-associated OB, type 2,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,				KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_1415	ABC transporter permease(SM2011_RS22865)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,		
SinmeB_1583	ABC transporter permease(SM2011_RS23725)	Sinorhizobium meliloti 2011		GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR003453:Permease domain,			KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					TRANSMEM:Helical,		
SinmeB_1764	ABC transporter permease(SM2011_RS24310)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,		
SinmeB_2091	ABC transporter permease(SM2011_RS25920)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,		
SinmeB_6268	ABC transporter substrate-binding protein(C770_RS21980)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,IPR023765:Bacterial extracellular solute-binding protein, family 5, conserved site,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,		
SinmeB_1763	ABC transporter substrate-binding protein(SM2011_RS24305)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,IPR023765:Bacterial extracellular solute-binding protein, family 5, conserved site,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,		
SinmeB_4305	ABC transporter(C770_RS31870)	Sinorhizobium meliloti GR4		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR003838:Permease FtsX-like,IPR025857:MacB-like periplasmic core domain,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				DOMAIN:FtsX,DOMAIN:MacB_PCD,TRANSMEM:Helical,		
SinmeB_0882	ATP-dependent Clp endopeptidase proteolytic subunit ClpP(clpP)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0004176~ATP-dependent peptidase activity,GO:0004252~serine-type endopeptidase activity,	IPR001907:ClpP,IPR018215:ClpP, active site,IPR023562:Clp protease proteolytic subunit /Translocation-enhancing protein TepA,				KW-0963~Cytoplasm,			KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		ACT_SITE:Nucleophile,		
SinmeB_1118	ATP-dependent Clp protease ATP-binding subunit ClpA(clpA)	Sinorhizobium meliloti 2011	GO:0043335~protein unfolding,		GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0016887~ATPase activity,	IPR001270:Chaperonin ClpA/B,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR004176:Clp, N-terminal,IPR013461:ATP-dependent Clp protease ATP-binding subunit ClpA,IPR018368:Chaperonin ClpA/B, conserved site,IPR019489:Clp ATPase, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM01086:SM01086,				KW-0067~ATP-binding,	KW-0143~Chaperone,KW-0378~Hydrolase,KW-0645~Protease,		COMPBIAS:Basic and acidic residues,DOMAIN:Clp R,REGION:Disordered,		
SinmeB_1399	ATP-dependent DNA helicase RecG(recG)	Sinorhizobium meliloti 2011	GO:0006281~DNA repair,GO:0006310~DNA recombination,		GO:0003676~nucleic acid binding,GO:0003678~DNA helicase activity,GO:0005524~ATP binding,GO:0016787~hydrolase activity,	IPR001650:Helicase, C-terminal,IPR004609:ATP-dependent DNA helicase RecG,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR012340:Nucleic acid-binding, OB-fold,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00487:DEXDc,SM00490:HELICc,	KW-0227~DNA damage,KW-0234~DNA repair,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0347~Helicase,KW-0378~Hydrolase,		DOMAIN:Helicase ATP-binding,DOMAIN:Helicase C-terminal,		
SinmeB_3164	ATP-dependent protease ATPase subunit HslU(hslU)	Sinorhizobium meliloti 2011	GO:0043335~protein unfolding,	GO:0009376~HslUV protease complex,	GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0016887~ATPase activity,	IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR004491:Heat shock protein HslU,IPR019489:Clp ATPase, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM01086:SM01086,	KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0378~Hydrolase,KW-0645~Protease,		BINDING:ATP,BINDING:ATP	 via amide nitrogen and carbonyl oxygen,DOMAIN:AAA,DOMAIN:ClpB_D2-small,NP_BIND:ATP,	
SinmeB_4710	ATPase(C770_RS26245)	Sinorhizobium meliloti GR4		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0000155~phosphorelay sensor kinase activity,GO:0005524~ATP binding,	IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR017055:Signal transduction histidine kinase, DctB (C4-dicarboxylate transport system regulator),	PIRSF036431:signal transduction histidine kinase DctB (C4-dicarboxylate transport system regulator),	SM00387:HATPase_c,SM00388:HisKA,	KW-0902~Two-component regulatory system,	KW-0472~Membrane,KW-0997~Cell inner membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	DOMAIN:Histidine kinase,		
SinmeB_0752	AraC family transcriptional regulator(SM2011_RS20065)	Sinorhizobium meliloti 2011			GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding,	IPR003313:Transcription regulator HTH, AraC, arabinose-binding/dimerisation,IPR009057:Homeodomain-like,IPR014710:RmlC-like jelly roll fold,IPR018060:DNA binding HTH domain, AraC-type,		SM00342:HTH_ARAC,	KW-0804~Transcription,KW-0805~Transcription regulation,						DOMAIN:HTH araC/xylS-type,		
SinmeB_1797	BA14K family protein(SM2011_RS24455)	Sinorhizobium meliloti 2011	GO:0009405~pathogenesis,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0030246~carbohydrate binding,	IPR012413:BA14K-like,			KW-0843~Virulence,	KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0430~Lectin,			TRANSMEM:Helical,		
SinmeB_3791	CerR family C-terminal domain-containing protein(SM2011_RS10985)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR015292:Transcription regulator YbiH, C-terminal,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,		
SinmeB_1085	CinA family protein(SM2011_RS21745)	Sinorhizobium meliloti 2011				IPR008136:CinA, C-terminal,									DOMAIN:CinA,		
SinmeB_1970	CreA family protein(SM2011_RS25315)	Sinorhizobium meliloti 2011				IPR010292:Uncharacterised protein family CreA,	PIRSF003174:protein CreA,				KW-0732~Signal,						
SinmeB_1279	D-alanyl-D-alanine carboxypeptidase(SM2011_RS22510)	Sinorhizobium meliloti 2011	GO:0008360~regulation of cell shape,GO:0009252~peptidoglycan biosynthetic process,GO:0071555~cell wall organization,	GO:0016021~integral component of membrane,	GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity,	IPR001967:Peptidase S11, D-alanyl-D-alanine carboxypeptidase A, N-terminal,IPR012338:Beta-lactamase/transpeptidase-like,IPR012907:Peptidase S11, D-Ala-D-Ala carboxypeptidase A, C-terminal,IPR015956:Penicillin-binding protein-associated,IPR018044:Peptidase S11, D-alanyl-D-alanine carboxypeptidase A,		SM00936:SM00936,	KW-0133~Cell shape,KW-0573~Peptidoglycan synthesis,KW-0961~Cell wall biogenesis/degradation,KW-9998~Cell wall biogenesis/degradation,	KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,		KW-0378~Hydrolase,KW-0645~Protease,		DOMAIN:PBP5_C,		
SinmeB_0648	DMT family transporter(SM2011_RS19555)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR000620:Drug/metabolite transporter,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:EamA,TRANSMEM:Helical,		
SinmeB_2146	DNA primase(SM2011_RS26190)	Sinorhizobium meliloti 2011		GO:1990077~primosome complex,	GO:0003677~DNA binding,GO:0003896~DNA primase activity,GO:0008270~zinc ion binding,	IPR002694:Zinc finger, CHC2-type,IPR006171:Toprim domain,IPR006295:DNA primase, DnaG,IPR013264:DNA primase, catalytic core, N-terminal,IPR019475:DNA primase, DnaB-helicase binding domain,	PIRSF002811:DNA primase,	SM00400:ZnF_CHCC,SM00493:TOPRIM,		KW-0639~Primosome,	KW-0175~Coiled coil,	KW-0460~Magnesium,KW-0862~Zinc,			DOMAIN:Toprim,REGION:Disordered,ZN_FING:CHC2-type,		
SinmeB_3292	DNA replication/repair protein RecF(recF)	Sinorhizobium meliloti 2011	GO:0006260~DNA replication,GO:0006281~DNA repair,GO:0009432~SOS response,	GO:0005737~cytoplasm,	GO:0003697~single-stranded DNA binding,GO:0005524~ATP binding,	IPR001238:DNA-binding, RecF,IPR003395:RecF/RecN/SMC,IPR003593:AAA+ ATPase domain,IPR018078:DNA-binding, RecF, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0227~DNA damage,KW-0234~DNA repair,KW-0235~DNA replication,KW-0742~SOS response,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0238~DNA-binding,		DOMAIN:AAA,NP_BIND:ATP,		
SinmeB_1475	DNA/RNA nuclease SfsA(sfsA)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,	IPR005224:Sugar fermentation stimulation protein,									DOMAIN:SfsA,DOMAIN:SfsA_N,		
SinmeB_4190	DUF1127 domain-containing protein(SM2011_RS08985)	Sinorhizobium meliloti 2011									KW-0732~Signal,						
SinmeB_0380	DUF1127 domain-containing protein(SM2011_RS18225)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009506:Protein of unknown function DUF1127,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,TRANSMEM:Helical,		
SinmeB_1635	DUF1289 domain-containing protein(SM2011_RS23980)	Sinorhizobium meliloti 2011				IPR010710:Protein of unknown function DUF1289,									REGION:Disordered,		
SinmeB_0910	DUF1467 family protein(SM2011_RS20855)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009935:Protein of unknown function DUF1467,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,		
SinmeB_1038	DUF1489 family protein(SM2011_RS21515)	Sinorhizobium meliloti 2011				IPR008320:Uncharacterised conserved protein UCP032025,	PIRSF032025:uncharacterized conserved protein,										
SinmeB_1961	DUF1772 domain-containing protein(SM2011_RS25270)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,		
SinmeB_0669	DUF2147 domain-containing protein(SM2011_RS19645)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR019223:Domain of unknown function DUF2147,				KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,				DOMAIN:DUF2147,		
SinmeB_6659	DUF2218 domain-containing protein(SM2011_RS04780)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR007037:Siderophore-interacting protein,IPR013113:FAD-binding 9, siderophore-interacting,IPR014543:Uncharacterised conserved protein UCP028291,IPR017927:Ferredoxin reductase-type FAD-binding domain,IPR017938:Riboflavin synthase-like beta-barrel,									DOMAIN:FAD-binding FR-type,		
SinmeB_1053	DUF2267 domain-containing protein(SM2011_RS21585)	Sinorhizobium meliloti 2011				IPR018727:Protein of unknown function DUF2267,											
SinmeB_1624	DUF2270 domain-containing protein(SM2011_RS23925)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR014470:Uncharacterised conserved protein UCP01500,	PIRSF015000:uncharacterized conserved protein,			KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,TRANSMEM:Helical,		
SinmeB_2250	DUF2325 domain-containing protein(SM2011_RS26710)	Sinorhizobium meliloti 2011				IPR016772:Uncharacterised conserved protein UCP020408,									REGION:Disordered,		
SinmeB_2217	DUF2333 family protein(SM2011_RS26540)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR016936:Uncharacterised conserved protein UCP029693,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,TRANSMEM:Helical,		
SinmeB_3759	DUF2934 domain-containing protein(SM2011_RS11140)	Sinorhizobium meliloti 2011				IPR021327:Protein of unknown function DUF2934,									REGION:Disordered,		
SinmeB_0212	DUF2948 family protein(SM2011_RS17410)	Sinorhizobium meliloti 2011				IPR021335:Protein of unknown function DUF2948,											
SinmeB_1562	DUF922 domain-containing Zn-dependent protease(SM2011_RS23620)	Sinorhizobium meliloti 2011				IPR010321:Protein of unknown function DUF922,	PIRSF010521:secreted Zn-dependent protease, SMc00194 type,										
SinmeB_1388	DsbA family protein(SM2011_RS22740)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0016853~isomerase activity,	IPR001853:DSBA-like thioredoxin domain,							KW-0413~Isomerase,		DOMAIN:DSBA,		
SinmeB_0448	F0F1 ATP synthase subunit C(SM2011_RS18575)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0045263~proton-transporting ATP synthase complex, coupling factor F(o),	GO:0008289~lipid binding,GO:0016787~hydrolase activity,GO:0046933~proton-transporting ATP synthase activity, rotational mechanism,	IPR000454:ATPase, F0 complex, subunit C,IPR002379:V-ATPase proteolipid subunit C-like domain,			KW-0066~ATP synthesis,KW-0813~Transport,	KW-0138~CF(0),KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,			KW-0378~Hydrolase,		DOMAIN:ATP-synt_C,SITE:Reversibly protonated during proton transport,TRANSMEM:Helical,		
SinmeB_0352	FAD-binding oxidoreductase(SM2011_RS18090)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR006076:FAD dependent oxidoreductase,							KW-0560~Oxidoreductase,		DOMAIN:DAO,		
SinmeB_2033	FAD-binding oxidoreductase(SM2011_RS25630)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR006076:FAD dependent oxidoreductase,							KW-0560~Oxidoreductase,		DOMAIN:DAO,		
SinmeB_6269	FAD-dependent oxidoreductase(SM2011_RS03810)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR017224:Opine oxidase, subunit A/hydrogen cyanide synthase, subunit B,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF037495:opine oxidase, subunit A/hydrogen cyanide synthase, subunit B,								DOMAIN:Pyr_redox_2,		
SinmeB_0337	Fe(3+) ABC transporter substrate-binding protein(SM2011_RS18020)	Sinorhizobium meliloti 2011			GO:0046872~metal ion binding,	IPR026045:Ferric binding protein,	PIRSF002825:ferric binding protein,				KW-0732~Signal,	KW-0408~Iron,KW-0479~Metal-binding,			METAL:Iron,		
SinmeB_1482	Fe-S cluster assembly protein SufD(sufD)	Sinorhizobium meliloti 2011	GO:0016226~iron-sulfur cluster assembly,			IPR000825:SUF system FeS cluster assembly, SufBD,IPR011542:SUF system FeS cluster assembly, SufD,					KW-0175~Coiled coil,						
SinmeB_0105	FecR domain-containing protein(SM2011_RS16700)	Sinorhizobium meliloti 2011				IPR006311:Twin-arginine translocation pathway, signal sequence,IPR006860:FecR protein,									DOMAIN:FecR,		
SinmeB_0026	GNAT family N-acetyltransferase(SM2011_RS16315)	Sinorhizobium meliloti 2011	GO:0006629~lipid metabolic process,		GO:0016740~transferase activity,GO:0043810~ornithine-acyl [acyl carrier protein] N-acyltransferase activity,	IPR016181:Acyl-CoA N-acyltransferase,			KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,		KW-0175~Coiled coil,		KW-0012~Acyltransferase,KW-0808~Transferase,				
SinmeB_5486	GntR family transcriptional regulator(C770_RS25230)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,		SM00345:HTH_GNTR,SM00895:SM00895,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH gntR-type,		
SinmeB_5486	GntR family transcriptional regulator(SM2011_RS00445)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,		SM00345:HTH_GNTR,SM00895:SM00895,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH gntR-type,		
SinmeB_0727	HD family hydrolase(SM2011_RS19940)	Sinorhizobium meliloti 2011			GO:0016787~hydrolase activity,								KW-0378~Hydrolase,				
SinmeB_0041	HlyC/CorC family transporter(SM2011_RS16390)	Sinorhizobium meliloti 2011			GO:0050660~flavin adenine dinucleotide binding,	IPR000644:Cystathionine beta-synthase, core,IPR005170:Transporter-associated domain,IPR016169:CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2,		SM01091:SM01091,			KW-0677~Repeat,				COMPBIAS:Polar residues,DOMAIN:CBS,REGION:Disordered,		
SinmeB_2728	HlyD family secretion protein(SM2011_RS29130)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:HlyD,DOMAIN:HlyD_D23,REGION:Disordered,TRANSMEM:Helical,		
SinmeB_0047	Hsp20 family protein(SM2011_RS16420)	Sinorhizobium meliloti 2011				IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone,			KW-0346~Stress response,						DOMAIN:SHSP,		
SinmeB_0717	L-aspartate oxidase(SM2011_RS19895)	Sinorhizobium meliloti 2011	GO:0009435~NAD biosynthetic process,	GO:0005737~cytoplasm,	GO:0008734~L-aspartate oxidase activity,GO:0044318~L-aspartate:fumarate oxidoreductase activity,	IPR003953:FAD binding domain,IPR005288:L-aspartate oxidase,IPR015939:Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal,IPR027477:Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain,			KW-0662~Pyridine nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,		DOMAIN:FAD_binding_2,DOMAIN:Succ_DH_flav_C,NP_BIND:FAD,		
SinmeB_2583	LLM class flavin-dependent oxidoreductase(SM2011_RS28395)	Sinorhizobium meliloti 2011			GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,	IPR011251:Luciferase-like domain,IPR019949:Luciferase family oxidoreductase, group 1,							KW-0560~Oxidoreductase,		DOMAIN:Bac_luciferase,		
SinmeB_1461	LysR family transcriptional regulator(SM2011_RS23080)	Sinorhizobium meliloti 2011			GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,									DOMAIN:HTH lysR-type,		
SinmeB_1512	LysR family transcriptional regulator(SM2011_RS23375)	Sinorhizobium meliloti 2011			GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,					KW-0175~Coiled coil,				DOMAIN:HTH lysR-type,		
