camp_lodi,camp_lut,camp_verb,lodi_lut,lodi_verb,lut.verb
SinmeB_6201,SinmeB_6676,SinmeB_6305,SM2011_c02841,SinmeB_5828,SM2011_c00765
SM2011_c01509,SM2011_b21488,SM2011_c00765,SM2011_b20704,SM2011_c00795,SM2011_b21676
SinmeB_6149,SM2011_b21289,SM2011_b20331,SM2011_c00607,SM2011_c03971,SM2011_c04163
SM2011_b20846,SM2011_b20205,SM2011_c03251,SM2011_c03176,SinmeB_6161,SinmeB_6151
SinmeB_6182,SM2011_c04236,SinmeB_6188,SM2011_b20810,SM2011_b21266,SM2011_c00980
SinmeB_5388,SinmeB_6024,SM2011_c03987,SM2011_c01788,SinmeB_5359,SM2011_c00517
SM2011_c03012,SM2011_b21143,SM2011_c00922,SinmeB_6182,SM2011_c00885,SinmeB_6220
SinmeB_5731,SM2011_c01549,SinmeB_5828,SinmeB_6149,SM2011_c02841,SM2011_b20106
SinmeB_5822,SinmeB_6618,SM2011_b20617,SinmeB_5822,SM2011_c00607,SM2011_b20615
SinmeB_6196,SinmeB_6201,SM2011_c01780,SM2011_b21311,SM2011_c03176,SinmeB_5828
SinmeB_6196,SM2011_c04165,SinmeB_5290,SinmeB_6196,SM2011_c01788,SM2011_b20829
SinmeB_5733,SM2011_b21481,SinmeB_5647,SM2011_b21486,SinmeB_6149,SM2011_c02616
SinmeB_6161,SM2011_c00818,SinmeB_6024,SM2011_c03998,SinmeB_6182,SM2011_b20140
SM2011_c01504,SM2011_c03012,SM2011_b21143,SinmeB_6196,SM2011_b20214,SM2011_c02344
SM2011_b21298,SM2011_c00518,SinmeB_6201,SinmeB_6151,SM2011_c04320,SM2011_b20957
SinmeB_6157,SM2011_c00943,SM2011_c00795,SinmeB_5322,SinmeB_5822,SM2011_c02349
SM2011_b20338,SM2011_b20704,SinmeB_6618,SM2011_b20961,SinmeB_6196,SM2011_b20375
SM2011_c00772,SM2011_b20810,SinmeB_5359,SinmeB_6157,SinmeB_6196,SM2011_b20746
SM2011_c00766,SM2011_b20171,SM2011_c04165,SinmeB_6161,SM2011_b21486,SM2011_b20943
SinmeB_6189,SM2011_c04321,SM2011_c03012,SM2011_c01819,SM2011_c03998,SinmeB_6151
SM2011_b21504,SinmeB_6151,SM2011_b21481,SM2011_b21635,SinmeB_6161,SM2011_b20164
SM2011_b20359,SM2011_c02250,SM2011_c00818,SinmeB_6189,SinmeB_6157,SinmeB_5652
SM2011_c01437,SM2011_c02583,SM2011_c00518,SM2011_b21145,SinmeB_5322,SinmeB_5749
SinmeB_6528,SM2011_b21311,SM2011_b20171,SinmeB_5747,SM2011_b20961,SinmeB_6163
SM2011_b21228,SinmeB_5747,SM2011_c04321,SM2011_b20745,SinmeB_6163,SM2011_b21480
SM2011_c02511,SinmeB_6175,SinmeB_6163,SinmeB_5760,SM2011_c01819,SM2011_b20167
SM2011_b20251,SM2011_b21635,SM2011_b20214,SM2011_b20186,SinmeB_6581,SinmeB_5232
SinmeB_6175,SM2011_b20745,SM2011_c02250,SinmeB_6145,SinmeB_5749,SM2011_c01459
SinmeB_6164,SM2011_c01467,SM2011_c02583,SinmeB_5823,SinmeB_6189,SinmeB_6305
SinmeB_5760,SinmeB_6175,SinmeB_5749,SM2011_c01509,SinmeB_5232,SinmeB_5747
SM2011_b20477,SinmeB_6164,SM2011_c04320,SinmeB_6197,SM2011_b21145,SM2011_c01449
SinmeB_6175,SM2011_b20748,SinmeB_5232,SM2011_b20846,SM2011_b21066,SM2011_b20331
SinmeB_6145,SinmeB_5823,SinmeB_6175,SinmeB_6204,SM2011_c02174,SM2011_c03103
SM2011_c00800,SM2011_b21498,SinmeB_6581,SinmeB_5733,SinmeB_5760,SM2011_c04148
SM2011_b21414,SinmeB_6197,SM2011_c01467,SinmeB_6161,SinmeB_6147,SM2011_b20745
SinmeB_6164,SinmeB_6164,SinmeB_6147,SinmeB_6171,SM2011_b20186,SinmeB_6676
SinmeB_5716,SinmeB_6204,SinmeB_6164,SM2011_b21298,SinmeB_5232,SinmeB_5290
SinmeB_6161,SM2011_b20960,SinmeB_6175,SinmeB_6145,SinmeB_6145,SinmeB_6147
SinmeB_5759,SinmeB_5759,SM2011_b21066,SM2011_c03252,SinmeB_6206,SM2011_b21488
SM2011_c01981,SinmeB_6211,SinmeB_5232,SM2011_c00772,SM2011_c01509,SM2011_b21289
SM2011_c02019,SinmeB_5388,SinmeB_6206,SM2011_c02433,SM2011_b20846,SM2011_b20205
SinmeB_5627,SinmeB_5731,SM2011_b20748,SM2011_b21504,SinmeB_6161,SinmeB_5232
SinmeB_6211,SinmeB_6171,SM2011_c02174,SM2011_c01622,SinmeB_6159,SM2011_c04236
SM2011_c02433,SM2011_c01504,SM2011_b21498,SinmeB_6157,SinmeB_5733,SinmeB_5647
SinmeB_6145,SM2011_b20338,SinmeB_6164,SM2011_b20359,SinmeB_6145,SinmeB_5823
SM2011_c03252,SM2011_c00766,SinmeB_5759,SM2011_b21228,SM2011_c03252,SinmeB_6206
SinmeB_6157,SM2011_c01622,SM2011_b20960,SinmeB_6203,SM2011_c02433,SM2011_c01549
SM2011_c00642,SinmeB_5759,SinmeB_6211,SM2011_c02511,SM2011_b21298,SinmeB_6197
SM2011_c02433,SinmeB_6151,SinmeB_6159,SM2011_b20251,SM2011_c00772,SM2011_c00795
SM2011_c03844,SM2011_c01437,SinmeB_5388,SM2011_c02433,SM2011_b21504,SinmeB_6204
SinmeB_6203,SinmeB_6528,SinmeB_5731,SinmeB_6165,SinmeB_6157,SinmeB_5359
SinmeB_6165,SinmeB_6146,SM2011_c01504,SinmeB_6151,SM2011_b20359,SM2011_c00943
SinmeB_5759,SinmeB_6146,SinmeB_6168,SM2011_c02255,SinmeB_5728,SM2011_b20704
SinmeB_6218,SM2011_c02255,SinmeB_6147,SM2011_b20477,SinmeB_6203,SinmeB_6159
SinmeB_6622,SinmeB_5747,SM2011_b20338,SinmeB_6146,SinmeB_6168,SM2011_b20810
SM2011_c03252,SinmeB_5825,SM2011_c00766,SinmeB_6146,SM2011_b21228,SM2011_b20214
SinmeB_6203,SM2011_c00800,SinmeB_5759,SM2011_b21132,SinmeB_6147,SM2011_c04320
SinmeB_5825,SM2011_b21132,SinmeB_5728,SM2011_c03252,SM2011_c02433,SM2011_b21311
SinmeB_5826,SM2011_b21414,SM2011_c01437,SinmeB_6532,SinmeB_6165,SinmeB_6168
SM2011_b20991,SinmeB_6532,SinmeB_6528,SinmeB_6203,SM2011_c02511,SinmeB_6147
SM2011_c00345,SinmeB_5230,SinmeB_5478,SinmeB_5747,SM2011_b20251,SinmeB_6581
SinmeB_6165,SinmeB_5716,SinmeB_5825,SM2011_c01981,SinmeB_5478,SM2011_b21635
SinmeB_5644,SinmeB_5629,SM2011_c00800,SinmeB_5629,SM2011_b20477,SinmeB_6151
SinmeB_6170,SM2011_b20745,SM2011_b21414,SM2011_c02019,SM2011_c03252,SM2011_b21066
SinmeB_5825,SM2011_b21017,SM2011_b21133,SinmeB_5627,SinmeB_6203,SinmeB_6146
SinmeB_5501,SinmeB_6190,SinmeB_5824,SM2011_b21017,SM2011_b21133,SinmeB_6146
SinmeB_6149,SinmeB_5825,SinmeB_6163,SinmeB_5826,SM2011_c01981,SM2011_c02174
SinmeB_6285,SM2011_c03999,SinmeB_5716,SinmeB_5230,SM2011_c02019,SinmeB_5747
SM2011_c03814,SM2011_b21241,SinmeB_5825,SM2011_b20745,SinmeB_5826,SinmeB_5824
SinmeB_6211,SinmeB_6166,SinmeB_6186,SM2011_c03999,SinmeB_5627,SinmeB_5230
SinmeB_6148,SinmeB_5827,SM2011_c03244,SM2011_b21241,SinmeB_6163,SinmeB_6163
SM2011_c01591,SM2011_c03844,SinmeB_5749,SM2011_c00642,SinmeB_5824,SM2011_b20745
SM2011_c01723,SinmeB_6211,SM2011_c02277,SinmeB_6190,SM2011_c03244,SinmeB_6190
SM2011_b21362,SinmeB_6148,SM2011_c03844,SinmeB_6165,SinmeB_6165,SinmeB_6171
SinmeB_6201,SinmeB_5230,SinmeB_6211,SinmeB_6166,SM2011_c00642,SinmeB_6186
SM2011_b20954,SM2011_b20956,SM2011_b20018,SinmeB_6622,SinmeB_6186,SinmeB_6166
SinmeB_6169,SinmeB_6204,SinmeB_6148,SinmeB_5827,SM2011_c02277,SinmeB_5827
SM2011_b20143,SinmeB_6169,SM2011_b20975,SinmeB_6149,SM2011_b20018,SM2011_c01622
SM2011_c04146,SinmeB_6201,SinmeB_6169,SinmeB_6218,SinmeB_6622,SinmeB_5728
SinmeB_5645,SinmeB_5087,SinmeB_6201,SM2011_b20956,SinmeB_6149,SinmeB_5749
SinmeB_6271,SM2011_c00084,SM2011_b20991,SinmeB_5087,SinmeB_5749,SM2011_b21132
SM2011_b20161,SM2011_b20991,SinmeB_6206,SM2011_c00084,SM2011_b20975,SinmeB_5478
SinmeB_5822,SinmeB_5991,SM2011_b21493,SinmeB_5230,SinmeB_6218,SM2011_c02255
SM2011_b20786,SM2011_c00345,SM2011_c00345,SinmeB_6204,SM2011_b21493,SinmeB_5230
SM2011_b20049,SM2011_c02324,SinmeB_5991,SM2011_b20313,SinmeB_5643,SM2011_b21133
SM2011_b20467,SM2011_b20313,SinmeB_5643,SM2011_c02324,SM2011_c04238,SinmeB_6204
SinmeB_5991,SinmeB_5644,SM2011_c04238,SinmeB_5822,SM2011_b20571,SinmeB_5629
SM2011_c06500,SM2011_c06990,SM2011_b20571,SinmeB_5501,SinmeB_6206,SinmeB_6206
SM2011_b20467,SM2011_c02324,SinmeB_5824,SM2011_c02324,SinmeB_5822,SM2011_c03999
SinmeB_6271,SM2011_c00913,SinmeB_5644,SM2011_c01982,SinmeB_5501,SinmeB_6532
SM2011_c04307,SM2011_c01982,SM2011_b21493,SM2011_b20600,SinmeB_6285,SM2011_b21241
SinmeB_5082,SM2011_b20600,SinmeB_5742,SinmeB_6285,SM2011_b21493,SM2011_c03244
SinmeB_6360,SM2011_b20956,SM2011_c02277,SM2011_b20956,SinmeB_5742,SinmeB_5824
SinmeB_6160,SinmeB_6160,SinmeB_6160,SM2011_c00611,SinmeB_5824,SM2011_c02277
SM2011_c04171,SM2011_c00611,SM2011_c03814,SM2011_c06990,SM2011_c02277,SM2011_c06990
SM2011_c03970,SM2011_c02512,SM2011_c01591,SM2011_c00913,SinmeB_5777,SM2011_b21017
SinmeB_6160,SM2011_c04172,SinmeB_6160,SinmeB_6170,SinmeB_6170,SM2011_b20018
SM2011_b20954,SinmeB_5823,SinmeB_5777,SM2011_c02512,SM2011_b20872,SM2011_c00913
SinmeB_5456,SM2011_c03814,SM2011_b20872,SM2011_c04172,SM2011_c01723,SM2011_b20956
SinmeB_6060,SM2011_c00611,SM2011_b20454,SM2011_c00611,SM2011_b20454,SM2011_b20975
SinmeB_5082,SinmeB_6160,SM2011_b21245,SM2011_c01723,SM2011_b21245,SinmeB_5823
SM2011_c04307,SM2011_c01591,SM2011_b20954,SinmeB_5823,SinmeB_5742,SM2011_c00084
SinmeB_6313,SM2011_b20954,SinmeB_6186,SM2011_b21362,SM2011_b21362,SM2011_b21493
SM2011_b20049,SinmeB_6271,SinmeB_5742,SM2011_c04146,SM2011_c04146,SinmeB_5643
SM2011_c02345,SM2011_b20467,SinmeB_6271,SM2011_b20049,SM2011_b20018,SM2011_c04238
SM2011_c04183,SinmeB_5818,SM2011_b20018,SM2011_c00137,SM2011_b20049,SinmeB_6186
SM2011_b21227,SM2011_c00137,SM2011_b20467,SM2011_b20786,SinmeB_6186,SM2011_c02324
SM2011_c03970,SM2011_b20467,SM2011_b20872,SinmeB_5645,SM2011_b20872,SM2011_b20571
SM2011_b21590,SM2011_b20143,SM2011_b21245,SM2011_c06500,SM2011_b21245,SM2011_c02324
SM2011_c01591,SinmeB_6271,SM2011_b20467,SM2011_c00739,SM2011_b20786,SM2011_b20600
SM2011_c01242,SM2011_c00739,SM2011_c01983,SM2011_c04307,SM2011_c06500,SinmeB_5087
SM2011_b21597,SM2011_c00739,SM2011_c03282,SinmeB_5082,SM2011_c01983,SM2011_b21493
SM2011_b20575,SM2011_b20600,SM2011_b20975,SinmeB_5818,SM2011_c03282,SM2011_b20313
SM2011_c04034,SM2011_c03970,SinmeB_6271,SinmeB_6360,SM2011_c02350,SinmeB_5818
SM2011_c00345,SM2011_b20954,SM2011_c02350,SM2011_b20161,SM2011_b20975,SM2011_c02277
SM2011_c02648,SinmeB_6060,SM2011_b20143,SM2011_c00739,SM2011_c04307,SM2011_b20956
SinmeB_6033,SM2011_c04040,SM2011_c03970,SM2011_b20600,SinmeB_5082,SinmeB_5742
SinmeB_6285,SinmeB_6291,SM2011_b20954,SM2011_c04171,SinmeB_5645,SM2011_c01982
SM2011_c02648,SinmeB_6313,SinmeB_6060,SinmeB_5456,SinmeB_6360,SM2011_c00611
SM2011_c04014,SM2011_c03999,SinmeB_6313,SinmeB_5082,SM2011_b20161,SM2011_c02512
SM2011_c03167,SM2011_c03168,SinmeB_6159,SM2011_c04307,SM2011_c04171,SM2011_c00611
SM2011_b20991,SM2011_c03970,SM2011_c03970,SinmeB_6291,SinmeB_5456,SM2011_c04172
SinmeB_6033,SM2011_c02345,SinmeB_5153,SM2011_b20049,SinmeB_5082,SM2011_b20872
SM2011_c04146,SM2011_c01591,SM2011_c01591,SM2011_c03167,SM2011_c04307,SinmeB_5777
SinmeB_6360,SM2011_b21590,SM2011_b21590,SM2011_c03999,SM2011_b20049,SM2011_b21245
SinmeB_5760,SM2011_c01242,SM2011_c02345,SM2011_c04040,SM2011_c03167,SM2011_b20454
SM2011_b21445,SM2011_c00345,SM2011_c00982,SM2011_c04183,SinmeB_5153,SinmeB_5742
SM2011_c00801,SinmeB_5323,SM2011_c04180,SinmeB_5760,SinmeB_6159,SM2011_b20018
SM2011_b21445,SinmeB_6008,SM2011_c04180,SM2011_c03168,SM2011_c00982,SM2011_c04040
SinmeB_6313,SM2011_b21227,SM2011_c00345,SM2011_b21597,SM2011_c04183,SM2011_b20872
SM2011_b20047,SinmeB_5646,SM2011_c01242,SM2011_b20575,SinmeB_5760,SM2011_b21245
SM2011_b21456,SM2011_c02512,SM2011_b20454,SinmeB_5323,SM2011_c04180,SinmeB_6159
SM2011_c02254,SM2011_c00084,SM2011_b21227,SinmeB_6008,SM2011_c04180,SM2011_c00137
SinmeB_5456,SM2011_c04014,SM2011_c04014,SM2011_c02648,SM2011_b21597,SM2011_c03168
SM2011_b20246,SinmeB_5985,SM2011_c03282,SinmeB_5646,SM2011_b20575,SM2011_b20975
SinmeB_6060,SM2011_b20991,SM2011_b20991,SM2011_c04034,SM2011_c02648,SM2011_c03282
SinmeB_5650,SM2011_c04172,SinmeB_5985,SM2011_c02512,SM2011_b20454,SM2011_c00739
SM2011_b21691,SM2011_b21241,SM2011_b21294,SinmeB_6033,SM2011_c04034,SM2011_c02350
SM2011_b21356,SM2011_b21445,SM2011_b20571,SinmeB_6285,SinmeB_6033,SM2011_c00739
SM2011_b20992,SinmeB_6158,SM2011_c02871,SM2011_c00084,SinmeB_6285,SM2011_b20600
SM2011_b20726,SinmeB_5827,SinmeB_5153,SM2011_c02648,SM2011_c03282,SM2011_c01983
SM2011_c04034,SinmeB_6313,SM2011_b21445,SM2011_c04172,SM2011_c02648,SinmeB_6291
SinmeB_5650,SM2011_b21445,SinmeB_6313,SM2011_c04146,SM2011_c04146,SM2011_c03999
SinmeB_5743,SM2011_b20047,SM2011_b21445,SinmeB_6033,SinmeB_6033,SinmeB_5153
SM2011_b20575,SinmeB_6060,SM2011_b20047,SinmeB_6360,SinmeB_6360,SM2011_b21294
SM2011_c01985,SM2011_b21356,SinmeB_6269,SM2011_b21241,SM2011_c02871,SM2011_c00982
SinmeB_5501,SM2011_b20246,SinmeB_6060,SM2011_c00801,SM2011_b20571,SM2011_c04180
SM2011_b20047,SM2011_b21691,SM2011_b21356,SM2011_b21456,SinmeB_5153,SinmeB_5323
SM2011_b21597,SM2011_c00137,SM2011_b20246,SinmeB_5456,SinmeB_5456,SM2011_c04180
SM2011_b20992,SinmeB_5743,SM2011_b20724,SM2011_c02254,SM2011_c00801,SinmeB_5827
SinmeB_5985,SM2011_c00736,SM2011_b21691,SinmeB_6158,SM2011_b21456,SinmeB_6158
SM2011_c00736,SinmeB_6008,SinmeB_5743,SinmeB_5827,SM2011_b21294,SM2011_b20454
SinmeB_5316,SM2011_c00282,SM2011_c00736,SinmeB_5650,SinmeB_6269,SM2011_c02512
SM2011_c00736,SM2011_b20047,SM2011_b21133,SM2011_b20992,SinmeB_5650,SinmeB_6008
SM2011_c01186,SM2011_c00736,SM2011_c00736,SM2011_c00137,SM2011_c02254,SM2011_c00084
SM2011_b21456,SM2011_c01985,SM2011_b20047,SM2011_c04034,SM2011_b20724,SM2011_c03282
SM2011_c02346,SinmeB_5316,SM2011_c00982,SM2011_b20726,SM2011_b20992,SinmeB_5646
SM2011_c04171,SinmeB_5173,SM2011_c01985,SinmeB_5650,SM2011_c04034,SM2011_c04172
SinmeB_5173,SM2011_c01186,SinmeB_5316,SinmeB_6008,SinmeB_5650,SM2011_b21241
SinmeB_5495,SM2011_b21132,SM2011_c04238,SinmeB_5501,SM2011_b20726,SM2011_b20571
SinmeB_6189,SinmeB_5323,SinmeB_5173,SM2011_b20575,SinmeB_5501,SinmeB_6269
SM2011_b20843,SM2011_b20843,SM2011_c02350,SM2011_c00282,SM2011_b20575,SinmeB_5153
SM2011_b21590,SinmeB_6430,SinmeB_5989,SM2011_b21597,SM2011_b21597,SM2011_c02871
SM2011_c06500,SinmeB_5495,SinmeB_5643,SinmeB_6189,SM2011_b21133,SinmeB_5989
SM2011_c04182,SinmeB_5988,SM2011_b20843,SM2011_b20992,SinmeB_6189,SM2011_c00137
SinmeB_5649,SM2011_b21590,SM2011_c01186,SM2011_b21456,SM2011_c00982,SM2011_b20724
SM2011_c02346,SinmeB_5077,SinmeB_5777,SM2011_c04171,SM2011_b20992,SinmeB_6008
SM2011_b22010,SM2011_c00736,SM2011_b21590,SM2011_c02346,SM2011_c04238,SM2011_b21133
SinmeB_6622,SM2011_c04182,SinmeB_5495,SM2011_b21132,SM2011_b21456,SM2011_c00982
SinmeB_5077,SM2011_b21470,SinmeB_5077,SinmeB_5323,SM2011_c04171,SM2011_c00282
SM2011_b22010,SinmeB_5649,SM2011_c00736,SinmeB_6430,SM2011_c02350,SinmeB_5988
SinmeB_5644,SM2011_c00676,SM2011_c03244,SM2011_c06500,SM2011_c02346,SM2011_c04238
SM2011_c00736,SinmeB_5644,SM2011_c04182,SinmeB_5988,SinmeB_5643,SM2011_c02350
SinmeB_5743,SM2011_b20843,SinmeB_5989,SM2011_b22010,SinmeB_5989,SinmeB_5323
SM2011_b20843,SM2011_c04186,SinmeB_5649,SinmeB_6622,SinmeB_5777,SinmeB_5643
SM2011_c01723,SM2011_c00953,SM2011_b20843,SM2011_c02346,SM2011_c06500,SM2011_b21132
SM2011_c00953,SinmeB_5743,SinmeB_5644,SM2011_b21470,SM2011_b22010,SinmeB_5989
SM2011_c04014,SM2011_c00282,SM2011_c00953,SM2011_b22010,SinmeB_6622,SinmeB_5777
SM2011_c00953,SM2011_c00676,SinmeB_5743,SM2011_c00676,SM2011_c02346,SinmeB_6430
SM2011_b21356,SM2011_c00953,SM2011_c00953,SinmeB_5826,SM2011_c03244,SM2011_b21470
SM2011_c03814,SM2011_c04014,SM2011_c04014,SM2011_c04186,SM2011_b22010,SM2011_c03244
SinmeB_5826,SinmeB_6430,SM2011_b21356,SM2011_c00282,SinmeB_5826,SM2011_c00676
SM2011_b20786,SM2011_b21356,SM2011_c03107,SM2011_c00676,SinmeB_5989,SM2011_c00676
SinmeB_5262,SM2011_c03814,SM2011_c03107,SM2011_c01723,SM2011_c01723,SM2011_c00282
SinmeB_5077,SM2011_b20859,SM2011_c03814,SinmeB_6430,SM2011_c03107,SM2011_c04186
SM2011_c02594,SM2011_b20570,SinmeB_5077,SM2011_b20859,SM2011_c03107,SinmeB_5988
SinmeB_5224,SinmeB_5077,SM2011_c04187,SM2011_b20570,SM2011_b20786,SM2011_c03107
SinmeB_5173,SinmeB_5988,SinmeB_6269,SM2011_b20786,SinmeB_5262,SM2011_c03107
SM2011_c00953,SM2011_c00953,SinmeB_6473,SinmeB_5262,SM2011_c04187,SinmeB_6430
SM2011_c00801,SinmeB_5173,SM2011_c00953,SinmeB_5988,SinmeB_6269,SM2011_b20859
SM2011_c02345,SM2011_b21470,SinmeB_5173,SinmeB_5224,SinmeB_5224,SinmeB_6269
SM2011_b20843,SM2011_b20859,SM2011_c02871,SM2011_c02594,SM2011_c02594,SM2011_b20570
SM2011_c01242,SM2011_c01982,SM2011_b20843,SM2011_b21470,SinmeB_6473,SM2011_c04187
SinmeB_5173,SM2011_b20843,SinmeB_5173,SM2011_c01982,SM2011_c02871,SinmeB_6473
SM2011_c02254,SinmeB_5173,SinmeB_6269,SM2011_b20859,SM2011_c00801,SM2011_b21470
SM2011_b20246,SM2011_c02345,SM2011_c02345,SM2011_c00801,SinmeB_6269,SM2011_b20859
SM2011_b20725,SM2011_b21470,SM2011_c01242,SM2011_b21470,SM2011_c02254,SM2011_c01982
SM2011_c04207,SM2011_c01242,SinmeB_6473,SM2011_c02254,SinmeB_6473,SinmeB_6269
SM2011_c04183,SinmeB_5991,SinmeB_5991,SM2011_c04183,SinmeB_6473,SM2011_c02871
SM2011_c04182,SM2011_b20246,SM2011_b20246,SM2011_b20313,SM2011_c04183,SM2011_b21470
SM2011_c02594,SM2011_c04207,SM2011_c04207,SM2011_c02594,SM2011_c02594,SinmeB_6473
SinmeB_5077,SM2011_b20725,SinmeB_6473,SinmeB_5224,SinmeB_5224,SinmeB_6473
SinmeB_5224,SM2011_b20313,SM2011_b20725,SinmeB_5323,SM2011_c03107,SM2011_b20313
SinmeB_5991,SinmeB_5077,SinmeB_5077,SinmeB_5646,SinmeB_5224,SM2011_c03107
SM2011_b21691,SM2011_c04182,SM2011_c04182,SinmeB_5224,SinmeB_6269,SinmeB_6269
SinmeB_5316,SinmeB_5077,SM2011_c03107,SM2011_c04186,SM2011_b21362,SinmeB_5323
SM2011_c01985,SinmeB_5316,SinmeB_5077,SM2011_b21362,SinmeB_5224,SinmeB_5646
SinmeB_5077,SM2011_b21691,SinmeB_5316,SinmeB_6291,SM2011_c04187,SinmeB_6291
SinmeB_5224,SM2011_c01985,SM2011_b21691,SinmeB_5224,SinmeB_5262,SM2011_c04186
SM2011_b21362,SinmeB_5323,SM2011_c01985,SinmeB_5262,SM2011_c02594,SM2011_c04187
SinmeB_5987,SinmeB_5646,SinmeB_6269,SinmeB_5987,SinmeB_5987,SinmeB_5629
SinmeB_5262,SM2011_c04186,SM2011_c04187,SM2011_c02594,SM2011_c01448,SinmeB_6291
SinmeB_5224,SinmeB_6291,SM2011_c00953,SinmeB_5629,SM2011_c01448,SM2011_c04187
SM2011_c02594,SM2011_c00953,SM2011_c04014,SinmeB_6291,SM2011_b22010,SM2011_b20859
SM2011_c04014,SM2011_c04014,SM2011_c04207,SM2011_c01448,SM2011_c04187,SM2011_c03107
SM2011_c01448,SinmeB_5629,SM2011_c04187,SM2011_c01448,SM2011_c03107,SM2011_c03054
SM2011_c01448,SinmeB_6291,SM2011_c04207,SM2011_b22010,SM2011_b20726,SM2011_b20859
SM2011_c00953,SM2011_c04207,SM2011_b20573,SM2011_b20859,SinmeB_5262,SinmeB_6473
SM2011_b22010,SM2011_c04207,SM2011_c03107,SM2011_b20726,SinmeB_6473,SM2011_b20570
SM2011_c04207,SM2011_b20573,SinmeB_5649,SM2011_b20859,SM2011_b20724,SM2011_b20724
SM2011_b20573,SM2011_b20859,SM2011_b21356,SM2011_c03054,SM2011_c01448,SM2011_c00676
SM2011_c04207,SM2011_b20859,SM2011_b20573,SinmeB_5262,SM2011_c01448,SM2011_c00676
SM2011_b20726,SM2011_c03054,SinmeB_6473,SM2011_b20570,SM2011_b20724,SM2011_b20724
SinmeB_5649,SinmeB_5649,SM2011_c04207,SM2011_c01448,SM2011_b20726,SM2011_c03027
SM2011_b20573,SM2011_b21356,SM2011_b20724,SM2011_c00676,SM2011_c03252,SM2011_c06990
SM2011_b21356,SM2011_b20573,SinmeB_5743,SM2011_c01448,,SinmeB_5988
SinmeB_5262,SM2011_b20570,SM2011_b20725,SM2011_c00676,,
SM2011_c04207,SM2011_c04207,SinmeB_5316,SM2011_b20726,,
SM2011_c01448,SM2011_c00676,SM2011_b20724,SM2011_c03252,,
SinmeB_5743,SinmeB_5743,SM2011_b21590,SM2011_c03027,,
SM2011_b20725,SM2011_b20725,SM2011_b20725,SM2011_c06990,,
SM2011_c01448,SinmeB_5316,SM2011_c03021,SinmeB_5988,,
SinmeB_5316,SM2011_c00676,,,,
SM2011_b20726,SM2011_b21590,,,,
SM2011_b21590,SM2011_b20725,,,,
SM2011_b20725,SM2011_c03027,,,,
SM2011_c03252,SM2011_c06990,,,,
SM2011_c03021,SM2011_c03021,,,,
,SinmeB_5988,,,,
